100,NEM12,20241011120000,SAMPLERETAILER,SAMPLENETWORK
200,6123456789,,,E1,,,kWh,30,20241231
300,20241004,0.150,0.150,0.140,0.140,0.130,0.130,0.140,0.140,0.150,0.150,0.160,0.160,0.250,0.300,0.450,0.500,0.480,0.420,0.320,0.280,0.250,0.220,0.200,0.180,0.180,0.200,0.220,0.250,0.280,0.300,0.300,0.320,0.350,0.380,0.650,0.720,0.800,0.850,0.820,0.780,0.700,0.620,0.450,0.400,0.320,0.280,0.220,0.200,A,0,,20241005000000
300,20241005,0.150,0.150,0.140,0.140,0.130,0.130,0.140,0.140,0.150,0.150,0.160,0.160,0.250,0.300,0.450,0.500,0.480,0.420,0.320,0.280,0.250,0.220,0.200,0.180,0.180,0.200,0.220,0.250,0.280,0.300,0.300,0.320,0.350,0.380,0.650,0.720,0.800,0.850,0.820,0.780,0.700,0.620,0.450,0.400,0.320,0.280,0.220,0.200,A,0,,20241006000000
300,20241006,0.150,0.150,0.140,0.140,0.140,0.140,0.150,0.150,0.160,0.160,0.250,0.300,0.450,0.500,0.480,0.420,0.320,0.280,0.250,0.220,0.200,0.180,0.180,0.200,0.220,0.250,0.280,0.300,0.300,0.320,0.350,0.380,0.650,0.720,0.800,0.850,0.820,0.780,0.700,0.620,0.450,0.400,0.320,0.280,0.220,0.200,A,0,,20241007000000
300,20241007,0.132,0.132,0.123,0.123,0.114,0.114,0.123,0.123,0.132,0.132,0.141,0.141,0.220,0.264,0.396,0.440,0.422,0.370,0.282,0.246,0.220,0.194,0.176,0.158,0.158,0.176,0.194,0.220,0.246,0.264,0.264,0.282,0.308,0.334,0.572,0.634,0.704,0.748,0.722,0.686,0.616,0.546,0.396,0.352,0.282,0.246,0.194,0.176,A,0,,20241008000000
300,20241008,0.132,0.132,0.123,0.123,0.114,0.114,0.123,0.123,0.132,0.132,0.141,0.141,0.220,0.264,0.396,0.440,0.422,0.370,0.282,0.246,0.220,0.194,0.176,0.158,0.158,0.176,0.194,0.220,0.246,0.264,0.264,0.282,0.308,0.334,0.572,0.634,0.704,0.748,0.722,0.686,0.616,0.546,0.396,0.352,0.282,0.246,0.194,0.176,A,0,,20241009000000
300,20241009,0.132,0.132,0.123,0.123,0.114,0.114,0.123,0.123,0.132,0.132,0.141,0.141,0.220,0.264,0.396,0.440,0.422,0.370,0.282,0.246,0.220,0.194,0.176,0.158,0.158,0.176,0.194,0.220,0.246,0.264,0.264,0.282,0.308,0.334,0.572,0.634,0.704,0.748,0.722,0.686,0.616,0.546,0.396,0.352,0.282,0.246,0.194,0.176,A,0,,20241010000000
300,20241010,0.132,0.132,0.123,0.123,0.114,0.114,0.123,0.123,0.132,0.132,0.141,0.141,0.220,0.264,0.396,0.440,0.422,0.370,0.282,0.246,0.220,0.194,0.176,0.158,0.158,0.176,0.194,0.220,0.246,0.264,0.264,0.282,0.308,0.334,0.572,0.634,0.704,0.748,0.722,0.686,0.616,0.546,0.396,0.352,0.282,0.246,0.194,0.176,A,0,,20241011000000
200,6123456789,,,B1,,,kWh,30,20241231
300,20241004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.250,0.450,0.650,0.800,0.900,0.950,1.000,1.050,1.000,0.950,0.850,0.750,0.650,0.550,0.450,0.350,0.250,0.150,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,A,0,,20241005000000
300,20241005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.250,0.450,0.650,0.800,0.900,0.950,1.000,1.050,1.000,0.950,0.850,0.750,0.650,0.550,0.450,0.350,0.250,0.150,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,A,0,,20241006000000
